,EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
289,605690,NORTHERN SAN JOAQUIN VALLEY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,99859,Z,19,STO,0,0,Newspaper, , , , , , , , , , , , ,"Agriculture continued to be impacted in October with a reduced harvest, bringing a significant loss of jobs. Bee keepers scaled back honey production due to a lack of nectar and honey to sustain their bees. Tree mortality across the Valley increased, including even normally drought resistant oak trees. The Household Water Supply Shortage Reporting System showed 22 homes without well water in San Joaquin County, 82 in Stanislaus County. While many people reduced landscape watering at homes, water conservation in California dipped to 22 percent in October as warmer temperatures likely led to more lawn watering, compared to the benchmark year of 2013. This made October the first month that conservation fell below the mandated 25 percent since enforcement started in June.","The long term drought continued through October with little change. Reservoirs across the area were continuing to drop well below normal levels. All major reservoirs across the state were less that 40% of capacity. Folsom Lake was down to 16% of capacity, approaching near all time record low levels, set in 1977. ||Extreme drought continued to be detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra. ||Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect. ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas, San Joaquin, Shasta, Sutter, Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought. ||Mandatory water reductions of 25 percent as ordered by Governor Brown continue to be in effect statewide, the first time such mandatory restrictions have been enacted. The mandatory reductions were missed in October, the first time since enforcement began in June 2015. Reductions of only 22 percent were achieved.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. The UC Davis Center for Watershed Sciences released a new report indicating that California���s ongoing drought will impact the state���s agricultural economy this year by an estimated $2.7 billion and eliminate more than 21,000 jobs. The state continued to supply food assistance to those impacted, along with California Disaster Assistance Act money for those who have lost drinking water due to dry wells. Numerous dry wells have been reported across the Central Valley. Approximately 743,642 boxes of food were distributed to 391,003 households in affected communities that suffered high levels of unemployment from the drought. Nonprofit organizations in the San Joaquin Valley were struggling to meet the needs of their clients for drought-related programs. One area crop which is being heavily impacted is rice production, which is estimated to have fallen by about 25-30 percent due to water shortages. ||The continued dry weather and periods of hot temperatures left vegetation parched and ready to burn. Drought stressed and killed many trees in California���s forests, with as much as 20 percent of the state���s forests, or about 120 million trees, potentially dying from drought stress. An earlier survey by the Forest Service revealed an estimated 12.5 million dead trees in the state���s central and southern forests. This lead Gov. Jerry Brown to declare a state of emergency and ask the federal government to assist with the safe removal of dead and dying trees.||Low runoff in streams and rivers continued to cause adverse affects on fish and other wildlife. This includes the endangered Delta Smelt and winter run Chinook Salmon. The Chinook Salmon lost an estimate 95 percent of hatchlings on the Sacramento River due to the effects of the drought, and may be in danger of extinction. This is also impacting the California salmon fishing industry, which produces an estimated $1.4 billion annually.",156
290,605693,CLEAR LAKE/SOUTHERN LAKE COUNTY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,99859,Z,64,STO,0,0,Drought Monitor, , , , , , , , , , , , ,"The drought continued to impact Lake County, with a reduced wine grape harvest  which was very early, completed by early October. Grape sizes were smaller than normal. Extremely dry conditions continued an increased level of wildfire danger through the month of October.|Low water levels provided opportunity for looters to scavenge Native American archaeological artifacts on exposed lake beds, riverbeds and reservoirs across Lake County.","The long term drought continued through October with little change. Reservoirs across the area were continuing to drop well below normal levels. All major reservoirs across the state were less that 40% of capacity. Folsom Lake was down to 16% of capacity, approaching near all time record low levels, set in 1977. ||Extreme drought continued to be detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra. ||Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect. ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas, San Joaquin, Shasta, Sutter, Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought. ||Mandatory water reductions of 25 percent as ordered by Governor Brown continue to be in effect statewide, the first time such mandatory restrictions have been enacted. The mandatory reductions were missed in October, the first time since enforcement began in June 2015. Reductions of only 22 percent were achieved.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. The UC Davis Center for Watershed Sciences released a new report indicating that California���s ongoing drought will impact the state���s agricultural economy this year by an estimated $2.7 billion and eliminate more than 21,000 jobs. The state continued to supply food assistance to those impacted, along with California Disaster Assistance Act money for those who have lost drinking water due to dry wells. Numerous dry wells have been reported across the Central Valley. Approximately 743,642 boxes of food were distributed to 391,003 households in affected communities that suffered high levels of unemployment from the drought. Nonprofit organizations in the San Joaquin Valley were struggling to meet the needs of their clients for drought-related programs. One area crop which is being heavily impacted is rice production, which is estimated to have fallen by about 25-30 percent due to water shortages. ||The continued dry weather and periods of hot temperatures left vegetation parched and ready to burn. Drought stressed and killed many trees in California���s forests, with as much as 20 percent of the state���s forests, or about 120 million trees, potentially dying from drought stress. An earlier survey by the Forest Service revealed an estimated 12.5 million dead trees in the state���s central and southern forests. This lead Gov. Jerry Brown to declare a state of emergency and ask the federal government to assist with the safe removal of dead and dying trees.||Low runoff in streams and rivers continued to cause adverse affects on fish and other wildlife. This includes the endangered Delta Smelt and winter run Chinook Salmon. The Chinook Salmon lost an estimate 95 percent of hatchlings on the Sacramento River due to the effects of the drought, and may be in danger of extinction. This is also impacting the California salmon fishing industry, which produces an estimated $1.4 billion annually.",157
291,605689,CENTRAL SACRAMENTO VALLEY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,99859,Z,16,STO,0,0,Newspaper, , , , , , , , , , , , ,"Agriculture continued to be impacted in October with a reduced harvest, bringing a significant loss of jobs. Rice production was estimated to have dropped by 25-30 percent in the Sacramento Valley. The Household Water Supply Shortage Reporting System showed 70 homes in Butte County were without well water, 27 in Glenn County, 8 in Colusa County. Wildlife such as the winter-run Chinook Salmon in the Sacramento River suffered catastrophic losses, with the National Marine Fisheries Service reporting in October that 95 percent of the winter-run Chinook eggs, hatchlings and juvenile salmon died this year in the Sacramento River due to changes from the drought, such as an increase in water temperature.. Waterfowl faced greater risk for disease as they crowded together in fewer rice fields and wetlands. Tree mortality across the Valley increased, including even normally drought resistant oak trees. While many people reduced landscape watering at homes, water conservation in California dipped to 22 percent in October as warmer temperatures likely led to more lawn watering, compared to the benchmark year of 2013. This made October the first month that conservation fell below the mandated 25 percent since enforcement started in June. Wildlife such as the winter-run Chinook Salmon in the Sacramento River suffered catastrophic losses, with the National Marine Fisheries Service reporting in October that 95 percent of the winter-run Chinook eggs, hatchlings and juvenile salmon died this year in the Sacramento River due to changes from the drought, such as an increase in water temperature. Folsom Reservoir dropped to near record low levels, with surrounding communities relying increasingly on ground water supplies.","The long term drought continued through October with little change. Reservoirs across the area were continuing to drop well below normal levels. All major reservoirs across the state were less that 40% of capacity. Folsom Lake was down to 16% of capacity, approaching near all time record low levels, set in 1977. ||Extreme drought continued to be detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra. ||Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect. ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas, San Joaquin, Shasta, Sutter, Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought. ||Mandatory water reductions of 25 percent as ordered by Governor Brown continue to be in effect statewide, the first time such mandatory restrictions have been enacted. The mandatory reductions were missed in October, the first time since enforcement began in June 2015. Reductions of only 22 percent were achieved.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. The UC Davis Center for Watershed Sciences released a new report indicating that California���s ongoing drought will impact the state���s agricultural economy this year by an estimated $2.7 billion and eliminate more than 21,000 jobs. The state continued to supply food assistance to those impacted, along with California Disaster Assistance Act money for those who have lost drinking water due to dry wells. Numerous dry wells have been reported across the Central Valley. Approximately 743,642 boxes of food were distributed to 391,003 households in affected communities that suffered high levels of unemployment from the drought. Nonprofit organizations in the San Joaquin Valley were struggling to meet the needs of their clients for drought-related programs. One area crop which is being heavily impacted is rice production, which is estimated to have fallen by about 25-30 percent due to water shortages. ||The continued dry weather and periods of hot temperatures left vegetation parched and ready to burn. Drought stressed and killed many trees in California���s forests, with as much as 20 percent of the state���s forests, or about 120 million trees, potentially dying from drought stress. An earlier survey by the Forest Service revealed an estimated 12.5 million dead trees in the state���s central and southern forests. This lead Gov. Jerry Brown to declare a state of emergency and ask the federal government to assist with the safe removal of dead and dying trees.||Low runoff in streams and rivers continued to cause adverse affects on fish and other wildlife. This includes the endangered Delta Smelt and winter run Chinook Salmon. The Chinook Salmon lost an estimate 95 percent of hatchlings on the Sacramento River due to the effects of the drought, and may be in danger of extinction. This is also impacting the California salmon fishing industry, which produces an estimated $1.4 billion annually.",158
292,605688,SOUTHERN SACRAMENTO VALLEY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,99859,Z,17,STO,0,0,Newspaper, , , , , , , , , , , , ,"Agriculture continued to be impacted in October with a reduced harvest, bringing a significant loss of jobs. Rice production was estimated to have dropped by 25-30 percent in the Sacramento Valley. Waterfowl faced greater risk for disease as they crowded together in fewer rice fields and wetlands. The Household Water Supply Shortage Reporting System showed 1 home without well water in Sacramento County, 8 in Yolo County. Tree mortality across the Valley increased, including even normally drought resistant oak trees. While many people reduced landscape watering at homes, water conservation in California dipped to 22 percent in October as warmer temperatures likely led to more lawn watering, compared to the benchmark year of 2013. This made October the first month that conservation fell below the mandated 25 percent since enforcement started in June. Wildlife such as the winter-run Chinook Salmon in the Sacramento River suffered catastrophic losses, with the National Marine Fisheries Service reporting in October that 95 percent of the winter-run Chinook eggs, hatchlings and juvenile salmon died this year in the Sacramento River due to changes from the drought, such as an increase in water temperature. Folsom Reservoir dropped to near record low levels, with surrounding communities relying increasingly on ground water supplies.","The long term drought continued through October with little change. Reservoirs across the area were continuing to drop well below normal levels. All major reservoirs across the state were less that 40% of capacity. Folsom Lake was down to 16% of capacity, approaching near all time record low levels, set in 1977. ||Extreme drought continued to be detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra. ||Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect. ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas, San Joaquin, Shasta, Sutter, Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought. ||Mandatory water reductions of 25 percent as ordered by Governor Brown continue to be in effect statewide, the first time such mandatory restrictions have been enacted. The mandatory reductions were missed in October, the first time since enforcement began in June 2015. Reductions of only 22 percent were achieved.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. The UC Davis Center for Watershed Sciences released a new report indicating that California���s ongoing drought will impact the state���s agricultural economy this year by an estimated $2.7 billion and eliminate more than 21,000 jobs. The state continued to supply food assistance to those impacted, along with California Disaster Assistance Act money for those who have lost drinking water due to dry wells. Numerous dry wells have been reported across the Central Valley. Approximately 743,642 boxes of food were distributed to 391,003 households in affected communities that suffered high levels of unemployment from the drought. Nonprofit organizations in the San Joaquin Valley were struggling to meet the needs of their clients for drought-related programs. One area crop which is being heavily impacted is rice production, which is estimated to have fallen by about 25-30 percent due to water shortages. ||The continued dry weather and periods of hot temperatures left vegetation parched and ready to burn. Drought stressed and killed many trees in California���s forests, with as much as 20 percent of the state���s forests, or about 120 million trees, potentially dying from drought stress. An earlier survey by the Forest Service revealed an estimated 12.5 million dead trees in the state���s central and southern forests. This lead Gov. Jerry Brown to declare a state of emergency and ask the federal government to assist with the safe removal of dead and dying trees.||Low runoff in streams and rivers continued to cause adverse affects on fish and other wildlife. This includes the endangered Delta Smelt and winter run Chinook Salmon. The Chinook Salmon lost an estimate 95 percent of hatchlings on the Sacramento River due to the effects of the drought, and may be in danger of extinction. This is also impacting the California salmon fishing industry, which produces an estimated $1.4 billion annually.",159
293,605687,NORTHERN SACRAMENTO VALLEY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,99859,Z,15,STO,0,0,Newspaper, , , , , , , , , , , , ,"Agriculture continued to be impacted in October with a reduced harvest, bringing a significant loss of jobs. The Household Water Supply Shortage Reporting System had 2 homes without well water in Shasta County, and 34 in Tehama County. Waterfowl faced greater risk for disease as they crowded together in fewer rice fields and wetlands. Tree mortality across the Valley increased, including even normally drought resistant oak trees. While many people reduced landscape watering at homes, water conservation in California dipped to 22 percent in October as warmer temperatures likely led to more lawn watering, compared to the benchmark year of 2013. This made October the first month that conservation fell below the mandated 25 percent since enforcement started in June.|The Household Water Supply Shortage Reporting System showed Shasta County had 2 dry wells, Tehama County 34.|Wildlife such as the winter-run Chinook Salmon in the Sacramento River suffered catastrophic losses, with the National Marine Fisheries Service reporting in October that 95 percent of the winter-run Chinook eggs, hatchlings and juvenile salmon died this year in the Sacramento River due to changes from the drought, such as an increase in water temperature.","The long term drought continued through October with little change. Reservoirs across the area were continuing to drop well below normal levels. All major reservoirs across the state were less that 40% of capacity. Folsom Lake was down to 16% of capacity, approaching near all time record low levels, set in 1977. ||Extreme drought continued to be detected by the U.S. Drought Monitor across most the region, with exceptional drought for the northern San Joaquin Valley, the central and southern Sacramento Valley, the Burney Basin and the Sierra. ||Governor Jerry Brown declared a drought emergency for the entire state of California January 17, 2014 and this continued to be in effect. ||Local Emergency Proclamations have been issued for El Dorado, Glenn, Lake, Plumas, San Joaquin, Shasta, Sutter, Tuolumne, and Yuba counties. The cities of Live Oak Lodi, and Ripon continue in a drought emergency. Drought task forces have been established in Butte, Lake, Nevada, Placer, Plumas, Sacramento, San Joaquin, Stanislaus, Sutter, Tehama, Tuolumne, and Yolo counties to coordinate response to the drought. ||Mandatory water reductions of 25 percent as ordered by Governor Brown continue to be in effect statewide, the first time such mandatory restrictions have been enacted. The mandatory reductions were missed in October, the first time since enforcement began in June 2015. Reductions of only 22 percent were achieved.||Agriculture has been heavily impacted, with numerous farm and farm related jobs lost. The UC Davis Center for Watershed Sciences released a new report indicating that California���s ongoing drought will impact the state���s agricultural economy this year by an estimated $2.7 billion and eliminate more than 21,000 jobs. The state continued to supply food assistance to those impacted, along with California Disaster Assistance Act money for those who have lost drinking water due to dry wells. Numerous dry wells have been reported across the Central Valley. Approximately 743,642 boxes of food were distributed to 391,003 households in affected communities that suffered high levels of unemployment from the drought. Nonprofit organizations in the San Joaquin Valley were struggling to meet the needs of their clients for drought-related programs. One area crop which is being heavily impacted is rice production, which is estimated to have fallen by about 25-30 percent due to water shortages. ||The continued dry weather and periods of hot temperatures left vegetation parched and ready to burn. Drought stressed and killed many trees in California���s forests, with as much as 20 percent of the state���s forests, or about 120 million trees, potentially dying from drought stress. An earlier survey by the Forest Service revealed an estimated 12.5 million dead trees in the state���s central and southern forests. This lead Gov. Jerry Brown to declare a state of emergency and ask the federal government to assist with the safe removal of dead and dying trees.||Low runoff in streams and rivers continued to cause adverse affects on fish and other wildlife. This includes the endangered Delta Smelt and winter run Chinook Salmon. The Chinook Salmon lost an estimate 95 percent of hatchlings on the Sacramento River due to the effects of the drought, and may be in danger of extinction. This is also impacting the California salmon fishing industry, which produces an estimated $1.4 billion annually.",160
294,605759,SE KERN CTY DESERT (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,99,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",161
295,605758,INDIAN WELLS VLY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,98,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",162
296,605757,TULARE CTY MTNS (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,97,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",163
297,605756,S SIERRA MTNS (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,96,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",164
298,605755,KERN CTY MTNS (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,95,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",165
299,605754,TULARE CTY FOOTHILLS (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,94,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",166
300,605753,S SIERRA FOOTHILLS (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,93,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",167
301,605752,SE S.J. VALLEY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,92,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",168
302,605751,SW S.J. VALLEY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,91,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",169
303,605750,E CENTRAL S.J. VALLEY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,90,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",170
304,605749,W CENTRAL S.J. VALLEY (ZONE), ,10/01/2015,0,Drought, , ,0,0,0,0,CA,PST-8, ,101262,Z,89,HNX,0,0,Drought Monitor, , , , , , , , , , , , ,,"The California drought continues in full force during the month of September, 2015. Temperatures continued to average above normal. Fresno received 0.49 inch of rainfall while Bakersfield only received 0.14 of precipitation during the month of October. ||The U.S. Drought Monitor continued to report exceptional drought conditions across the entire Central California region. This extent of exceptional drought is extremely unusual for California. The general trend of below normal precipitation and above normal temperatures has continued this year. ||There continues to be significant media coverage on the on-going drought conditions. These reports include discussion of significant re-allocation of water resources from the east to west side of the San Joaquin Valley, farmers forgoing planting of some crops, a decrease in the snow-related tourism activity in the Southern Sierra Nevada, reduction in air quality due to persistent stagnant air, loss or reduction of ground water, wells drying up in several communities leaving them with no water, and an unprecedented increase in fire danger across the Southern Sierra Nevada and Tehachapi Mountains. Also, communities in Central California interior face state mandated reductions in municipal water use.",171
